Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.79803932,80.83859581,80.81104663,80.69989543,80.56502406,80.47126177,80.47519198,80.51275485,80.53902046,80.59479128,80.65899281,80.67198935,80.66164057,80.64001172,80.61329643,80.58799184,80.55946543,80.5669156,80.58886383,80.63390053,80.57874073,80.53507142,80.51844322,80.47101449,80.41368337,80.3362436,80.16684646,80.1876475,80.17656038,82.56513314,84.88646417,84.22840316,84.35556976
American Samoa,ASM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.12374068,69.64151652,70.06654878,70.29181688,71.45847777,72.61870874,73.10427346,73.3971987,73.782854,74.23898291,75.61364803,76.6074138,76.94697973,78.15230612,77.87693556,79.02682003,79.62368122,80.08607253,80.62561122,81.25838717,80.99747038,81.5569908,81.93177698,82.19634876,82.6648433,83.14761664,84.0506616,84.66643085,85.24553194,85.71368303,85.96523801,86.67874943,87.57603557
Austria,AUT,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.91443096,62.58786999,64.401011,65.37695549,68.92857143,70.05817253,69.92852744,70.50886717,71.25503734,71.39210568,71.74026729,72.67694392,74.34280169,74.44332058,76.80008601,77.25917224,77.89916974,78.21569701,79.11719804,80.28792583,80.71540353,81.47899009,82.17626491,82.6091504,83.2605619,83.37425253,83.7229152,83.67117791,83.31097997,83.57017046,84.08634007,83.8884388,83.80508991
Azerbaijan,AZE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4627468,83.51154561,83.94244998,84.7971456,85.92376762,86.88684569,87.21473548,87.43477798,87.59507576,87.82169284,87.75333933,88.11935877,89.52469031,88.59257879,88.60456757,88.86499943,88.33222322,83.44607512,85.84304043,90.03881385,96.13200109,90.39255878,92.04002552,91.61709032,91.8236785,92.19740165,91.94633857,91.54896525,91.83664543,91.69112601,91.72051238,92.32553115,92.14670295
Burundi,BDI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7944024,100.898254,100.9979792,101.1701037,101.3328273,101.3995736,101.5522388,101.7207688,101.849855,102.1080879,102.3758126,102.6321292,102.8764134,103.101269,103.2929879,103.463488,103.606041,103.7184392,103.811949,103.8216642,103.826475,103.8898601,103.9350808,103.963155,104.003929,103.7665292,103.6254898,103.5570444,103.5474139,103.6472956,103.7286595,104.1589756,104.4990378
Belgium,BEL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.87798078,61.90592647,63.61375203,65.29288461,65.66351718,66.25753837,66.58513363,67.59028797,68.70042709,70.50436089,70.96422764,69.19555049,70.52615884,71.25012442,73.38430156,74.43713141,75.2867519,76.19156774,77.09069397,77.75643043,78.48307399,78.76412962,78.84164714,80.05698483,81.17549725,81.52437885,81.36880834,82.3524442,83.87604775,84.28626993,84.35378802,84.65481366,85.05861182
Benin,BEN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.33426674,64.33144754,64.37416672,65.88799452,67.46598659,69.10891551,70.82659935,72.62376474,74.50959076,76.49202622,78.57912666,80.78236417,83.11205591,84.21187439,85.33012061,86.46676001,87.62343304,88.79773172,89.99352717,91.20978463,92.44828601,93.7081678,92.15915422,90.52804828,88.81196345,87.01828961,85.14788553,83.20702205,81.1988747,81.48678557,81.4874319,81.31500473,81.51373754
Burkina Faso,BFA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35909127,89.28185745,88.32095398,87.31972851,86.2767065,85.19459312,84.0714099,82.90835791,81.70724747,80.4653079,79.18717657,77.8718704,76.52034434,75.13542921,73.71654183,72.26863341,70.79139046,71.33990031,71.97039109,72.69172785,73.51319663,74.44061853,75.48817622,76.66380052,77.98028691,78.13862781,78.29265977,78.46406828,78.66169181,78.88982912,78.89094066,79.55857153,79.70618007
Bangladesh,BGD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.31752679,29.45750411,29.65126771,29.89434712,30.17761508,30.49428798,30.81006886,31.16253669,31.53703091,31.91445539,32.2789022,32.54193637,32.80100402,33.04904051,33.28488875,33.51492348,33.63546093,34.33842077,35.06336965,35.81202928,36.58475724,37.3822479,38.20620103,39.05912502,39.94087214,40.85498576,41.80088951,45.05995797,45.32473628,45.5166967,45.51716407,46.28973502,46.76450885
Bulgaria,BGR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.60038947,88.62045571,88.66626056,87.57871301,86.47202844,85.34549887,84.19982226,83.03563724,81.85620915,80.66163137,79.45142125,81.86111258,82.21425002,80.68402853,81.02689312,80.11614695,81.80262206,81.58930382,80.85686563,80.54133758,80.36657138,81.07263644,81.43956156,81.40805416,80.89898855,80.91858664,80.15538029,80.29772329,79.47744925,79.29718305,78.78273404,79.08709677,80.08025222
Bahrain,BHR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.15998951,33.1207862,33.99745071,34.90131313,35.82571525,36.75213675,37.6676672,38.56620371,39.45018963,40.32596152,41.19015997,42.05377541,42.83198638,43.76661536,44.89613895,45.99742721,46.94335257,47.75680948,48.49933537,49.2518516,50.14202749,49.23343739,49.41488748,49.55615503,49.76099814,49.94196708,50.06541396,50.26583169,50.65966999,50.90079765,50.33680486,50.408453,51.15070613
"Bahamas, The",BHS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.43229724,81.36073618,81.34550137,81.38065801,81.40954427,81.87866211,82.27030853,83.23208371,82.07974295,83.99085261,84.4837722,84.73653891,84.9205376,84.32001567,84.08795945,84.32175341,84.43583107,84.34642809,83.60283931,82.52211036,82.48537081,82.4225642,82.84236647,82.20789587,82.22181237,82.06260921,82.11584419,82.41064048,82.67892675,82.66858069,82.53264895,83.01968917,83.62705436
Bosnia and Herzegovina,BIH,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62238746,53.49129902,53.10249448,52.5856348,52.24735529,52.08825984,52.24491223,52.32341681,52.38422257,52.41305077,52.35879929,52.30251505,52.90393322,53.47106854,53.96404518,54.43474265,54.89898276,53.65967366,55.58353893,56.83893732,58.51210121,59.25977532,58.74369176,59.2467365,61.54619518,61.26355101,59.94219951,61.52522936,60.48849828,64.13630288,61.98829403,65.42626956,65.30033813
Belarus,BLR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.05522292,80.00632711,79.81853259,79.74060485,79.64375057,79.61198605,79.77794562,80.11765423,80.51070739,80.8690719,81.41758946,81.87523744,82.22545543,82.4618967,82.63034033,82.76784775,82.87103531,82.93905105,82.94543898,82.86224512,82.77925435,82.70666936,82.65200814,82.64669342,82.70261028,82.78599886,82.88399738,82.34627534,81.26947864,82.33719639,81.92038071,82.41310838,82.37442007
Belize,BLZ,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65866996,42.11645506,43.88555316,44.74526119,44.36409608,45.11205882,45.8142035,46.48555847,47.15771711,47.84936103,48.56741432,49.32940587,50.11403223,50.90031953,51.68649177,52.47350931,53.26666583,54.06983314,54.88013268,55.68634849,56.48939518,57.28931824,58.08162905,58.87210651,59.48129464,60.73049087,62.01176029,61.36355099,61.62632139,61.59726212,61.26149164,61.84735418,62.48904689
Bermuda,BMU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.30212492,68.86108484,68.86739795,69.31990536,69.84069207,70.36273202,70.80498247,71.34804219,73.6220328,75.91162538,72.4876562,73.04523722,73.61011809,74.18683062,74.77187734,75.36669759,77.30454934,75.0903373,76.01427153,76.71058276,76.05132906,75.39455243,72.46810383,73.66099401,75.00613076,68.65210067,73.22087507,75.68823191,79.44972699,75.29258616,74.102705,73.24482763,74.24632422
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.94310208,52.05144052,53.65806862,55.31513215,57.02226946,58.78485884,58.91653871,59.66453072,60.98002023,62.68210873,64.5563653,66.4618818,68.27848296,68.78577032,69.85209152,71.23326286,71.18528435,71.41375376,70.97355925,71.72079483,70.66373545,69.59665906,69.14873961,69.20464157,69.450494,70.38999774,70.78991777,72.28034317,72.84599523,73.72088019,70.36299782,71.7991574,73.1076377
Barbados,BRB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.55156832,80.00804236,80.49471786,81.10409117,81.70369379,84.14839117,83.67299613,84.50975081,83.64366902,82.27927615,83.13837829,83.97851868,83.97375068,85.01276528,85.38397362,85.7205513,85.32173677,83.34521296,85.25835037,85.74631865,86.23890953,86.73369737,84.88575717,86.15961659,89.17690798,90.20918889,89.2272439,88.19467712,87.3794106,89.61582812,89.19568202,89.9310108,90.34015724
Brunei Darussalam,BRN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.00409786,56.44619724,57.85758924,59.28257849,60.72160367,62.17391843,63.6383998,65.11683119,66.60559669,68.10430662,69.61475649,71.13278816,71.43914736,71.75141243,72.07098309,72.39705693,72.73104235,73.07046871,73.41874649,73.77302826,74.13404953,74.50456763,75.58435982,76.72739164,77.93574108,79.21456613,80.56839484,82.00125224,78.78758753,75.68597352,75.68521106,76.11907296,76.86484542
Bhutan,BTN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1093017,71.14775275,71.2307335,71.34992643,71.47918076,71.61494976,72.44537096,73.46100548,74.61418589,75.88840202,77.27115981,78.93833849,80.68175897,82.43992849,84.14152394,85.73031157,86.7705744,87.79482327,88.79734617,89.75270331,87.72218838,86.98804925,96.28521718,81.69122699,77.20750079,78.58957525,78.61137265,78.41112978,78.07164569,77.71620511,77.60213327,77.46829511,77.93885273
Botswana,BWA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42220965,62.94881175,63.46796069,64.01558812,64.65301495,65.41074393,66.08320328,66.90604598,67.83890769,69.75673036,71.78255972,73.04287011,74.31089863,75.59022049,76.87512235,78.16964218,79.47157556,79.67906463,79.89881956,80.1266608,79.70812644,80.244108,80.77533066,81.30132096,81.82100546,82.33641698,82.84506589,83.34739476,83.84212506,84.33232115,84.33167554,84.97480729,85.54019384
Central African Republic,CAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.47149858,81.43893981,81.46782367,81.54407875,81.66707564,81.83440677,81.79890897,81.79609141,81.83428357,81.92097705,82.05450354,81.88824663,81.80232558,81.77520601,81.77696838,81.79399075,81.55991802,81.36225619,81.21233924,81.1375016,81.15795015,80.74728817,80.41776123,80.17557252,80.00609648,79.89343482,80.1632923,80.50081002,80.89044778,81.3122422,81.31259405,81.70006464,81.96932428
Canada,CAN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85253311,77.86530182,78.3106754,78.65229846,78.68722383,79.32728804,79.63137472,80.00858417,80.94828781,81.37854824,82.10089841,82.67522621,83.42715481,84.30702173,84.72072269,84.697592,85.5647581,86.17338076,86.00321734,86.81732842,87.21299104,87.0577855,87.48204478,87.72417491,87.23141901,86.71379193,87.20663792,87.62882189,88.02527646,87.66069772,86.70105045,87.07430229,88.11687748
Central Europe and the Baltics,CEB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.35624224,78.20471308,78.12838664,77.93159272,77.74101116,77.23385065,76.56371525,76.98625281,77.02114751,77.5225647,78.03843581,78.23961463,77.34065458,77.01278838,76.55538669,76.02066327,75.86032763,75.34381431,75.05663059,75.29691067,75.32757396,75.44653006,75.67025207,75.57740939,75.59054164,75.49048323,75.37154514,75.51371483,75.45790842,75.12066168,74.68421979,75.90880374,76.52453895
Switzerland,CHE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.92885843,70.24860853,71.20775837,70.9263942,70.94869142,70.66973719,72.17124995,72.42782653,74.11225075,74.38912059,74.10288389,75.9558605,77.29109634,77.43174951,77.80718038,79.02476059,79.24668435,79.10759076,81.22167148,81.83123114,80.66963505,81.06385258,81.66169876,82.42106398,83.48846621,83.92334955,84.34634336,84.06032607,84.73850133,85.51214677,85.17428392,85.62229102,85.84052525
Channel Islands,CHI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87788448,65.77237746,66.15885435,65.54718754,65.25355171,65.74057038,67.03144048,67.75260014,68.16347338,69.66212379,70.04098127,72.10928026,75.81744656,77.18293938,77.39927273,76.31395653,75.52734631,74.29619494,75.30946902,77.405594,77.64926033,75.45179395,76.02444497,76.23687601,76.36719619,76.67992992,77.36949678,77.95440912,78.25418826,78.62150417,78.51615281,78.76545094,79.04693887
Chile,CHL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7798111,42.71013836,44.14895022,44.96266695,45.56261878,46.7660655,47.68263434,49.12979139,49.67345975,50.28957402,50.49526155,49.73608705,49.84964461,51.94182757,54.42995839,55.90044821,56.63198871,57.95030715,60.26693205,61.58865483,62.93970371,65.19025541,66.26948899,66.53242605,67.63694099,67.53541946,67.4362634,68.15415822,69.64293284,70.5767337,67.10706493,67.64572449,70.29490539
China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87625717,85.79471174,85.71580377,85.63514985,85.55595111,85.47600352,85.39750701,85.31944411,85.2406135,85.16322972,85.08506457,84.74919388,84.40920504,84.0636913,83.71574055,83.3618594,83.00431755,82.6429262,82.278529,81.90988653,81.53783105,81.74639858,81.95330186,82.18940618,82.44348875,82.71088471,82.99380336,83.30581619,83.64033126,83.9588998,83.58886594,84.21847955,84.09231744
Cote d'Ivoire,CIV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.16083576,58.24046279,58.39762467,58.60988515,58.85501314,59.11334877,59.12781513,59.17057577,59.2419675,59.97217811,60.71419736,61.46694343,62.22982934,63.00519957,63.79303814,64.59216572,65.40282546,66.22655067,67.06317976,67.91204514,68.77641534,69.65269398,70.54394409,71.44997481,72.36984201,73.30660732,74.25801319,75.2251397,76.20970492,77.21041292,77.21070058,78.05808397,78.58274816
Cameroon,CMR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.95596591,88.87197216,88.84755811,88.88685337,88.99088877,89.16666667,89.28288272,89.47126119,89.71845119,89.99976875,90.29651783,90.47331576,90.65592261,90.8435531,91.0394307,91.23916143,91.30546624,91.40784084,89.73827324,87.88781097,85.85608847,85.99673969,86.1808384,86.41321641,86.69659491,86.86048169,87.01997924,87.22447494,87.47460276,87.7624295,87.7623115,88.27830126,88.53636125
"Congo, Dem. Rep.",COD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.59309346,97.34940416,97.15724983,97.01214454,96.95894508,97.04666032,96.82623752,96.73488221,96.74950123,96.81444769,96.87546698,96.72175636,96.6159603,96.5380342,96.48918447,96.46542618,95.60292592,94.70165883,93.76039933,92.7766594,91.75594902,90.69684776,89.59824438,89.53193319,89.53178312,89.59908198,89.59492799,89.69150601,89.87319934,90.12749406,90.12871791,90.4597934,90.7661093
"Congo, Rep.",COG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0801194,92.50181961,92.98632678,93.50154524,94.00495926,94.47036068,94.87757548,95.25192828,95.59378452,95.91496217,96.21950516,96.34558208,96.49307863,96.636674,96.74103459,96.7862005,96.89792132,96.96446701,97.00271294,97.06228138,97.17734906,96.78877156,96.51498945,96.34339993,96.25360646,96.23956034,96.38133195,96.61642171,96.94157228,97.35532862,97.1363603,97.67089872,97.83426255
Colombia,COL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.81336623,61.88264325,62.3067719,62.97494327,63.74144248,64.44174173,64.60255885,65.05102348,65.03849217,64.17651904,64.56483019,64.7673107,65.37786017,66.62651922,65.37825293,64.65814037,63.73683215,62.82890942,63.39194439,66.14514562,68.35450868,68.89355639,70.44801311,70.78409385,70.7586156,71.3476728,71.44075865,71.47373903,70.82851206,70.28960004,66.23643994,66.65764023,66.81704918
Comoros,COM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.50755152,58.48249967,58.54175577,58.68670503,58.92347044,59.25613641,59.61328669,60.03476552,60.52726548,61.08999217,61.71954571,62.25719251,62.86180188,63.50511839,64.1496438,63.45532412,62.78021724,62.12054805,61.47797556,60.85236602,60.2426324,59.64841751,59.06863188,58.50502085,57.95460586,58.31035035,58.60160337,58.96594394,59.38756015,59.84816915,59.84924715,60.10521701,60.36817835
Cabo Verde,CPV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.28444088,49.04720581,49.82917151,50.63116657,51.45317283,52.29618512,53.161918,54.04952057,54.96274782,55.90022549,56.86418229,57.85584416,58.87645755,59.92528713,61.00660905,62.11947196,63.26591883,64.44903866,65.66767355,66.9267648,68.22433886,69.5640978,70.94769027,72.37929029,73.85520256,75.38395526,76.96315538,78.59790273,77.95206345,78.39032333,77.85597381,78.96981839,79.72566824
Costa Rica,CRI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.97852323,41.61393396,41.16774439,41.85040259,43.34996418,43.83952025,43.34873837,46.46608398,48.86933107,49.76986844,48.3413516,52.85760777,53.02418846,53.50630078,51.83065345,55.9106033,56.18209186,57.19559049,59.05479575,60.33514457,58.87780281,61.70675128,66.16232685,66.93709043,66.21373295,65.82579096,60.86091794,61.76939283,63.80272055,69.15650607,66.56508669,68.15603705,68.91992193
Caribbean small states,CSS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43357706,68.62987968,69.06599117,69.10831886,68.96011491,68.97673591,69.57975091,69.46958437,69.11725041,68.83355093,68.65755677,68.40379362,68.6604548,69.2918678,69.97026591,70.69553244,71.23494103,70.81535319,71.481125,71.1666375,71.44469296,71.50954699,72.98634177,73.04736707,73.42171228,75.00431043,75.24652321,75.42827262,75.31499307,76.29995885,75.94016643,77.0698882,77.97073559
