Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.628,72.526,72.203,71.725,71.289,70.916,70.582,70.287,70.053,69.806,69.5,69.138,68.708,68.28,67.928,67.654,67.493,67.488,67.384,68.465,68.77,68.888,68.86,69,69.135,69.295,69.525,69.492,69.438,69.665,67.82,68.598,68.836
American Samoa,ASM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.537,74.592,74.081,73.505,73.563,73.773,73.547,72.966,72.67,72.206,72.069,71.839,71.765,71.527,71.491,72.073,72.226,72.497,72.601,72.283,72.343,72.152,71.706,71.373,70.931,71.076,70.586,70.675,70.948,71.11,70.019,70.624,70.855
Austria,AUT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.441,69.563,69.634,69.292,70.56,70.48,69.817,69.075,69.233,69.341,68.84,67.917,68.016,68.217,65.108,66.396,66.726,67.567,67.467,67.309,67.095,66.897,66.922,66.926,66.418,66.391,66.781,66.796,67.104,66.994,66.157,66.654,67.231
Azerbaijan,AZE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.302,78.558,80.417,82.399,84.085,85.052,84.965,84.519,83.749,83.115,82.202,79.659,76.771,75.109,72.336,70.696,69.062,68.002,66.017,64.41,62.151,64.398,64.259,64.715,65.494,66.119,67.46,68.181,68.587,68.481,70.572,69.425,69.092
Burundi,BDI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.753,89.173,88.579,87.77,86.958,86.312,85.425,84.439,83.466,82.729,81.993,81.303,80.656,80.064,79.563,79.111,78.729,78.42,78.149,78.055,77.983,77.792,77.635,77.514,77.374,77.817,78.086,78.211,78.226,78.003,77.025,77.471,77.95
Belgium,BEL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.974,61.335,61.111,60.587,61.174,61.187,60.916,60.667,60.643,61.226,61.5,60.501,60.362,60.282,60.299,61.382,60.854,61.075,60.853,60.377,60.794,59.715,59.74,59.665,59.226,58.883,58.708,59.181,59.055,59.133,58.487,59.113,59.459
Benin,BEN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.564,88.557,88.506,87.585,86.657,85.727,84.769,83.788,82.788,81.768,80.725,79.656,78.559,78.084,77.608,77.136,76.661,76.181,75.701,75.22,74.738,74.255,73.589,72.91,72.22,71.516,70.798,70.065,69.315,69.129,68.467,68.745,69.008
Burkina Faso,BFA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.827,88.896,88.723,88.547,88.368,88.184,87.999,87.809,87.603,87.383,87.153,86.912,86.658,86.392,86.115,85.827,85.533,84.26,82.948,81.587,80.172,78.703,77.175,75.595,73.961,73.838,73.717,73.584,73.436,73.268,72.566,72.945,73.106
Bangladesh,BGD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.824,88.738,88.664,88.592,88.506,88.41,88.153,87.894,87.643,87.393,87.156,86.977,86.851,86.765,86.697,86.642,86.608,86.029,85.451,84.843,84.158,83.438,82.696,81.945,81.18,80.399,79.594,80.89,80.958,81.034,80.284,80.156,80.606
Bulgaria,BGR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.081,60.433,60.739,60.187,59.632,59.074,58.512,57.945,57.375,56.799,56.218,56.751,56.028,55.524,56.111,55.447,56.673,58.189,59.776,59.002,59.47,58.249,58.754,59.671,60.112,60.027,59.467,61.668,61.927,63.402,62.435,62,62.802
Bahrain,BHR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.687,87.51,87.083,86.587,86.089,85.644,85.288,85.033,84.902,84.918,85.081,85.355,85.749,85.764,85.21,84.733,84.717,85.102,85.762,86.547,86.955,86.49,86.65,86.742,86.401,86.158,86.373,86.709,87.089,87.256,85.361,85.934,86.599
"Bahamas, The",BHS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.369,80.089,80.758,81.367,81.913,81.92,81.936,81.811,82.164,81.772,81.65,81.587,81.548,81.671,81.674,81.578,81.527,81.483,81.569,81.749,81.686,81.616,81.404,81.435,81.33,81.266,81.178,81.049,80.913,80.807,76.955,78.114,79.1
Bosnia and Herzegovina,BIH,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.712,59.591,59.291,58.767,58.135,57.512,57.196,56.942,56.79,56.671,56.533,56.46,56.544,56.582,56.571,56.576,56.624,57.915,58.368,57.816,58.176,57.415,58.059,57.377,57.69,57.837,58.131,57.552,57.687,57.607,58.09,60.572,60.332
Belarus,BLR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.639,66.381,66.348,66.231,66.358,66.544,66.2,65.616,65.282,65.219,65.562,65.805,65.982,66.136,66.288,66.521,66.84,67.253,67.759,68.317,68.853,69.362,69.766,70.027,70.184,70.28,70.326,70.597,70.911,70.238,70.184,70.001,69.836
Belize,BLZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.283,79.945,79.443,79.081,79.1,79.021,79.065,79.216,79.408,79.581,79.716,79.78,79.802,79.805,79.781,79.745,79.699,79.647,79.588,79.515,79.445,79.397,79.359,79.316,80.084,80.001,79.93,79.865,79.935,80.062,78.209,79.465,79.886
Bermuda,BMU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.403,82.482,82.412,82.415,82.419,82.43,82.449,82.49,81.769,81.064,82.025,81.57,81.122,80.672,80.22,79.766,81.99,81.085,81.561,81.595,81.825,82.055,79.555,79.798,81.556,79.546,77.777,78.135,80.033,80.66,80.074,78.639,79.643
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.221,84.136,83.391,82.632,81.861,81.077,78.803,79.59,79.08,79.005,78.488,77.968,78.152,77.753,77.886,78.045,77.686,77.128,77.078,76.947,75.964,74.949,75.77,75.664,75.304,75.103,74.666,74.366,74.199,74.348,70.331,72.395,73.255
Barbados,BRB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.463,74.605,73.739,74.233,74.72,74.371,73.308,73.84,74.167,74.822,75.402,75.973,74.821,75.204,75.513,75.241,73.585,74.357,73.35,73.139,72.923,72.703,71.952,71.985,67.781,67.451,69.388,68.647,68.103,65.908,64.104,64.068,64.235
Brunei Darussalam,BRN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.994,81.901,81.609,81.319,81.014,80.693,80.365,80.03,79.69,79.343,78.989,78.629,78.345,78.057,77.765,77.47,77.172,76.871,76.569,76.265,75.957,75.641,74.526,73.391,72.239,71.069,69.881,68.677,72.83,72.962,72.277,72.359,72.258
Bhutan,BTN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.286,82.056,81.813,81.56,81.295,81.018,80.589,80.101,79.572,78.962,78.297,77.52,76.772,76.076,75.436,74.879,74.425,73.985,73.554,73.151,72.236,71.711,65.522,71.321,69.966,70.064,70.098,70.226,70.402,70.558,67.877,68.286,68.981
Botswana,BWA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.238,73.806,73.363,72.876,72.323,71.687,71.127,70.46,69.724,68.607,67.476,67.203,66.935,66.67,66.409,66.151,65.894,67.054,68.195,69.319,66.056,66.446,66.836,67.224,67.611,67.993,68.371,68.746,69.118,69.487,68.163,69.663,70.16
Central African Republic,CAF,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.54,77.571,77.557,77.509,77.429,77.322,77.358,77.368,77.349,77.294,77.206,77.331,77.4,77.422,77.424,77.414,77.581,77.724,77.833,77.89,77.879,78.176,78.418,78.6,78.734,78.825,78.632,78.393,78.118,77.821,77.084,77.35,77.651
Canada,CAN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.112,75.027,73.852,73.31,73.097,72.453,72.16,72.226,72.13,72.395,72.35,72.278,73.011,73.415,73.171,72.799,72.323,72.534,72.731,71.905,71.557,71.402,71.01,70.871,70.556,70.592,70.263,70.155,69.63,70.085,68.637,69.621,69.098
Central Europe and the Baltics,CEB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83997975,70.0876804,69.99323265,69.15795737,68.34936885,67.67205769,66.85814644,66.36623882,65.8625592,65.31395634,64.98565203,64.66615444,63.15756915,62.59781069,62.51979587,62.4999583,62.59189987,62.87858081,63.26317651,63.35331271,63.75834598,63.4960401,63.86697893,64.08256064,64.59498643,64.6897916,64.72664168,65.37883925,65.50442447,65.72571318,65.63554763,65.17823294,65.64172488
Switzerland,CHE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.389,80.85,80.223,80.279,79.246,79.031,79.019,78.63,78.485,78.166,77.777,77.391,76.71,76.776,75.957,75.079,75.4,75.75,75.454,75.239,74.339,74.672,74.478,74.174,74.13,74.207,74.481,74.462,74.226,73.641,73.386,72.675,72.651
Channel Islands,CHI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.77,70.037,70.039,70.241,70.459,70.655,70.546,70.477,70.617,70.44,70.276,70.095,69.24,69.001,68.75,68.914,68.693,68.698,68.666,68.216,67.868,68.062,67.744,67.529,67.419,67.354,67.029,66.68,66.376,66.043,65.128,65.53,65.809
Chile,CHL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.536,75.022,75.73,76.072,76.295,76.795,77.135,76.361,76.254,75.801,74.708,73.888,73.16,72.818,72.1,71.842,72.957,72.928,73.352,72.489,72.293,72.902,72.092,72.01,71.801,71.712,71.466,71.485,70.771,70.067,66.455,68.331,69.446
China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.112,84.905,84.695,84.484,84.27,84.054,83.835,83.614,83.391,83.165,82.937,82.494,82.042,81.581,81.109,80.628,80.138,79.639,79.13,78.612,78.084,77.886,77.305,76.724,76.268,75.776,75.202,74.499,73.779,73.187,70.702,72.794,72.619
Cote d'Ivoire,CIV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.32,82.283,82.178,82.022,81.835,81.633,81.657,81.647,81.606,81.231,80.846,80.453,80.042,79.622,79.203,78.782,78.359,77.934,77.509,77.085,76.66,76.244,75.835,75.422,75.005,74.584,74.159,73.732,73.303,72.871,72.183,72.619,73.198
Cameroon,CMR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.296,87.356,87.371,87.338,87.255,87.12,87.029,86.886,86.699,86.488,86.268,86.137,86.001,85.863,85.72,85.574,85.525,85.45,84.401,83.288,82.106,80.974,79.795,78.569,77.296,77.187,77.08,76.944,76.78,76.592,75.864,75.774,76.18
"Congo, Dem. Rep.",COD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.206,73.342,73.45,73.531,73.56,73.51,73.635,73.688,73.681,73.645,73.611,73.698,73.758,73.802,73.829,73.842,73.276,72.702,72.12,71.532,70.936,70.331,69.719,69.755,69.754,69.715,69.716,69.661,69.558,69.415,68.755,69.118,69.494
"Congo, Rep.",COG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.693,71.444,71.161,70.863,70.575,70.312,70.084,69.881,69.697,69.522,69.356,69.286,69.206,69.128,69.071,69.046,68.986,68.95,68.929,68.897,68.836,69.039,69.182,69.272,69.32,69.327,69.252,69.128,68.957,68.742,68.165,68.052,68.337
Colombia,COL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.686,82.671,82.739,82.852,82.968,83.044,83.006,83.001,82.874,82.552,82.531,82.449,81.988,82.197,81.004,80.457,79.265,78.023,78.256,80.278,80.833,81.414,81.761,81.151,81.306,81.407,80.881,80.652,80.373,79.558,75.774,77.55,76.25
Comoros,COM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.764,53.799,53.777,53.697,53.561,53.37,53.166,52.926,52.649,52.349,52.037,51.79,51.513,51.188,50.814,51.37,51.924,52.477,53.032,53.592,54.156,54.724,55.295,55.867,56.439,56.201,56.007,55.761,55.483,55.193,54.659,54.744,55.082
Cabo Verde,CPV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.812,84.121,83.417,82.704,81.993,81.287,80.584,79.886,79.19,78.497,77.766,77,76.241,75.489,74.746,74.009,73.278,72.555,71.839,71.127,70.447,69.901,69.337,68.76,68.178,67.586,66.984,66.372,62.541,64.485,61.1,61.892,62.552
Costa Rica,CRI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.949,79.805,78.87,79.734,79.571,80.708,78.113,79.402,80.218,79.737,79.402,79.892,79.294,79.514,78.797,79.645,79.059,79.646,78.163,76.743,74.568,75.008,77.461,76.3,77.274,75.794,71.9,74.048,76.014,76.029,72.849,73.521,72.754
Caribbean small states,CSS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.06140666,76.87117375,76.64075305,76.54113367,76.73605449,76.76578135,76.15127,76.0351213,75.92224642,75.53748994,75.46604086,75.19136751,74.89702249,74.640582,74.73580068,74.55766141,74.23417128,74.21897238,73.82537964,72.72048128,71.3584085,71.32258585,71.0188879,71.50959828,71.8272271,72.30530259,71.85244376,72.03312504,71.89757046,71.03357565,68.92995737,69.64404623,70.61528303
Cuba,CUB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.122,68.287,68.464,68.687,68.702,68.714,68.6,68.603,68.663,68.606,68.505,68.466,68.397,68.255,68.099,67.884,67.685,67.619,67.652,69.028,68.35,69.755,69.788,69.836,69.946,69.989,70.178,70.34,70.491,70.7,65.401,66.916,68.277
Curacao,CUW,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.367,76.727,75.43,74.989,74.554,74.107,73.653,73.194,72.733,72.27,71.803,71.965,71.639,72.876,72.941,73.418,73.015,73.257,72.806,71.076,71.013,70.341,70.259,69.863,69.198,67.099,66.353,66.653,67.63,68.669,69.043,69.984,70.166
Czechia,CZE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.041,71.296,71.302,71.294,71.429,71.455,71.428,70.542,70.234,69.976,69.27,68.798,68.813,68.216,68.048,68.684,68.541,68.318,68.207,68.324,68.048,67.517,67.691,68.08,68.2,68.012,68.38,68.537,68.713,68.535,68.128,68.013,68.334
Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.011,71.843,70.605,69.973,69.427,68.578,68.164,67.886,67.646,67.418,66.693,66.249,65.74,65.424,64.807,66.217,66.382,66.305,66.359,66.229,66.06,66.527,66.431,66.409,66.319,65.868,66.578,66.721,66.81,67.459,65.944,65.833,66.901
Djibouti,DJI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.897,59.947,59.692,59.209,58.713,58.376,57.889,57.561,57.305,56.955,56.429,56.077,55.571,54.968,54.35,53.738,52.765,51.799,50.846,49.929,49.094,48.646,48.281,47.973,47.664,47.319,47.12,46.81,46.449,46.122,44.363,44.771,45.002
Dominica,DMA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.099,74.246,74.082,73.126,70.727,72.058,71.916,72.127,71.084,71.8,71.073,70.859,71.255,71.455,71.684,71.102,71.11,70.943,70.432,69.293,68.299,67.649,66.597,65.355,65.619,66.028,65.844,65.927,66.178,66.857,66.39,67.111,67.579
Dominican Republic,DOM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.127,79.058,78.872,78.731,78.589,78.343,78.11,77.829,77.579,77.348,77.148,75.974,74.89,73.895,74.368,73.315,73.891,74.049,73.262,71.939,71.722,72.659,73.677,73.494,73.752,75.94,76.174,75.833,77.38,77.637,73.455,75.449,76.513
Algeria,DZA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.498,75.957,76.128,76.712,77.177,77.172,77.084,76.345,75.641,74.97,74.294,73.617,72.935,72.245,71.55,70.852,70.153,69.454,68.754,68.047,68.366,67.871,67.349,68.962,65.756,66.338,66.036,66.066,66.101,66.178,62.475,63.387,63.998
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.10008876,83.94447111,83.75706893,83.53174608,83.4686492,83.27769845,83.08204882,82.83116316,82.60800237,82.43404838,82.27611281,82.03864641,81.62197335,81.18945037,80.94524095,80.41758413,80.01717788,79.69582905,79.31218582,78.89020253,78.50845789,78.52299789,78.13556709,77.60622413,77.27664827,76.8619468,76.32068289,75.67082414,75.24983859,74.8278377,72.64512033,73.86904527,73.92883704
